DATE,MONTH,cloud_cover,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,humidity,humidity_class
20070704,7,8,1.45,3.06,0,-1.4,-4.7,2,0.98,High
20070705,7,8,2.66,1.52,1.1,-4,-5.9,-2,0.98,High
20070706,7,5,3.31,0,10,-1,-4.8,2.8,0.89,Mid
20070707,7,6,3.07,0.02,10.8,3.6,-0.1,7.2,0.91,Mid
20070708,7,7,2.23,2.87,6.7,5.6,3.1,8.1,0.98,High
20070709,7,8,0.81,2.7,0.3,2.3,-0.9,5.4,1,High
20070710,7,7,2.89,1.17,2.7,-3.3,-5.8,-0.8,1,High
20070711,7,8,3.03,0.73,5.6,-3.6,-6.4,-0.7,0.99,High
20070712,7,7,2.53,0,4.9,-2.4,-5,0.2,0.96,Mid
20070713,7,4,3.36,0,13.8,0.8,-3.3,4.9,0.82,Low
20070714,7,1,3.46,0,14.1,7.4,3.4,11.4,0.66,Low
20070715,7,0,3.75,0,15.4,8.4,6.4,10.3,0.73,Low
20070716,7,0,3.7,0,14.9,8.6,5.4,11.8,0.57,Low
20070717,7,1,3.26,0,13.1,10.3,6.2,14.3,0.52,Low
20070718,7,2,2.7,0,10.5,10,7,12.9,0.78,Low
20070719,7,1,3.4,0,13.7,9.3,6.9,11.7,0.61,Low
20070720,7,3,3.42,0,13.1,8.7,6.2,11.1,0.63,Low
20070721,7,3,3.09,0,13.9,7.1,4.8,9.4,0.79,Low
20070722,7,6,2.25,0.87,4.7,5.2,2,8.4,0.97,High
20070723,7,7,1.27,0,1,3.8,1.8,5.7,0.97,High
20070724,7,8,0.57,2.81,0,2.3,-0.4,4.9,0.99,High
20070725,7,4,3.5,0,13.3,0.4,-3.6,4.4,0.93,Mid
20070726,7,3,3.11,0,11.3,4.2,1.2,7.2,0.82,Low
20070727,7,6,1.49,0.31,4.4,5.9,3.8,7.9,0.94,Mid
20070728,7,7,1.21,0.87,4.2,5.5,4,7,0.99,High
20070729,7,7,1.5,1.15,2.2,3.8,1.7,5.8,0.98,High
20070730,7,8,2.3,0.2,1.8,0.5,-3.2,4.2,1,High
20070731,7,7,2.47,0,3.8,-3.9,-7.1,-0.7,0.98,High
20070801,8,1,3.51,0,14.7,0.6,-4.8,5.9,0.7,Low
20070802,8,3,3.11,1.13,12.1,6.4,3.4,9.3,0.73,Low
20070803,8,8,1.57,0.88,0.7,1.5,-0.5,3.5,0.98,High
20070804,8,8,1.28,0,14.6,-1.1,-2.4,0.3,0.98,High
20070805,8,0,3.45,0,0,0.3,-5,5.5,0.89,Mid
20070806,8,3,2.35,0,8.4,5.1,3.3,6.9,0.76,Low
20070807,8,6,1.89,0.88,6.9,5.9,2.9,8.8,0.83,Low
20070808,8,8,0.64,1.12,0,3,2.1,3.8,0.99,High
20070809,8,8,1.83,0.71,3.9,2.7,0.4,5,0.97,High
20070810,8,8,1.99,0.13,0,0.7,-1,2.4,0.98,High
20070811,8,8,1.32,0.59,0,0.8,-0.5,2,1,High
20070812,8,8,1.76,0,4,3.1,0.8,5.3,0.99,High
20070813,8,7,1.5,0.89,3,3.7,1.4,5.9,0.95,Mid
20070814,8,6,1.56,0.31,4,4,1.9,6,0.94,Mid
20070815,8,5,1.72,0,5.8,5.6,2.8,8.4,0.84,Low
20070816,8,5,1.92,0.04,7.1,6.8,4.6,8.9,0.93,Mid
20070817,8,8,0.5,1.88,0,2.9,-0.2,5.9,0.99,High
20070818,8,7,1.1,0.08,0,1.7,0.1,3.3,0.97,High
20070819,8,5,1.48,0.63,5.7,3.7,1.6,5.8,0.91,Mid
20070820,8,8,0.93,1.1,0,0.9,-0.8,2.6,0.99,High
20070821,8,8,1.07,0.3,0,-1.4,-2.6,-0.1,0.99,High
20070822,8,7,1.71,0.1,0.3,-0.4,-1.6,0.8,0.98,High
20070823,8,8,0.45,0.6,0,1.7,0.2,3.1,0.98,High
20070824,8,3,2.39,0,8.8,3,0.3,5.6,0.56,Low
20070825,8,7,2.61,0.49,11.3,5.9,3.8,7.9,0.72,Low
20070826,8,2,2.73,0,12.6,3.6,1.9,5.3,0.72,Low
20070827,8,5,2.14,0,0,5.3,3,7.5,0.7,Low
20070828,8,7,1.53,0.48,6.1,5.8,3.9,7.7,0.89,Mid
20070829,8,8,0.68,2.53,8,3.4,2.2,4.5,0.97,High
20070830,8,8,0.48,1.06,0,2,-0.1,4.1,0.99,High
20070831,8,5,2.29,0.12,7.4,-3,-6.1,0.1,0.79,Low
20070901,9,8,1.43,1.35,0,-1.4,-2.6,-0.2,1,High
20070902,9,6,1.73,0.01,2.8,-1.3,-3.2,0.6,0.96,Mid
20070903,9,7,1.78,1.67,5.9,0.3,-1.9,2.5,0.98,High
20070904,9,8,1.38,2.09,0,-4.8,-9.5,-0.1,1,High
20070905,9,8,1.48,1.47,0,-9.3,-10.3,-8.2,0.99,High
20070906,9,8,1.51,0.85,0,-7.7,-9,-6.4,1,High
20070907,9,8,1.63,0.5,0,-4.7,-6.5,-2.9,0.97,High
20070908,9,7,1.78,0.36,2.3,-2.7,-4,-1.4,0.99,High
20070909,9,8,1.62,1.41,0.9,-2.4,-3.4,-1.4,0.98,High
20070910,9,5,2.27,1.16,8.4,-3.7,-6.8,-0.5,0.8,Low
20070911,9,8,2.09,1.99,2.6,-3.9,-6.5,-1.3,0.98,High
20070912,9,3,2.54,0,9.9,-4.3,-6.4,-2.1,0.89,Mid
20070913,9,1,2.63,0,11.6,-0.7,-3.8,2.5,0.68,Low
20070914,9,2,2.3,0.14,10.4,0.8,-0.3,1.8,0.67,Low
20070915,9,5,1.7,0,6.9,0.4,-1,1.7,0.93,Mid
20070916,9,4,2.44,0,11.2,1.8,-0.4,3.9,0.97,High
20070917,9,5,1.01,0.11,2.8,2,1.5,2.5,0.88,Mid
20070918,9,8,0.59,2.03,0,-2.6,-6.7,1.6,0.99,High
20070919,9,5,2.48,0,10.5,-7.9,-11,-4.7,0.97,High
20070920,9,1,2.37,0,11.7,-5.3,-7.9,-2.6,0.96,Mid
20070921,9,0,2.4,0,11.9,-1.9,-4.7,0.9,0.75,Low
20070922,9,1,2.28,0,11.9,0.9,-0.7,2.5,0.75,Low
20070923,9,3,1.92,0,7.6,2.2,0.5,3.9,0.69,Low
20070924,9,2,1.72,0,9.5,2.2,0.7,3.6,0.87,Mid
20070925,9,6,1.7,0,5.2,0.7,-1.5,2.9,0.99,High
20070926,9,8,0.87,1.1,0,-3.4,-5.4,-1.4,0.99,High
20070927,9,8,1.11,0.95,0,-4.6,-6,-3.2,1,High
20070928,9,8,1.33,0.62,0,-5.6,-6.2,-4.9,1,High
20070929,9,8,1.32,0.05,0.8,-5.2,-6.7,-3.7,0.96,Mid
20070930,9,2,2.1,0,8.4,-3,-6.9,0.9,0.79,Low
20071001,10,5,1.96,0,9.3,1.1,-1.9,4,0.76,Low
20071002,10,5,1.91,0.02,9.4,2.5,1.2,3.7,0.75,Low
20071003,10,3,1.69,0,8.1,2.8,0.6,4.9,0.84,Low
20071004,10,7,1.15,0,1.7,3,2.1,3.9,0.83,Low
20071005,10,7,1.21,0.34,3.5,2.8,1.7,3.9,0.93,Mid
20071006,10,7,1.28,0.54,4.4,0.3,-2,2.5,0.99,High
20071007,10,1,2.02,0,11.4,-2,-5.3,1.3,0.31,Low
20071008,10,0,2.08,0,11.2,1,-1.5,3.5,0.49,Low
20071009,10,4,2.2,0,10.1,-1.8,-3,-0.6,0.7,Low
20071010,10,6,1.08,0,9.5,-3.6,-5.8,-1.4,0.78,Low
20071011,10,2,1.77,0,9.6,-4.8,-8.8,-0.8,0.76,Low
20071012,10,5,1.58,0.03,7.4,-3.1,-4.9,-1.2,0.69,Low
20071013,10,5,1.7,0,7.8,-5.8,-6.9,-4.6,0.78,Low
20071014,10,0,1.82,0,10.9,-2.7,-5.3,-0.1,0.51,Low
20071015,10,1,1.82,0,11,2.4,-0.5,5.2,0.35,Low
20071016,10,0,1.8,0,10.8,2.5,1.3,3.7,0.39,Low
20071017,10,2,1.78,0.03,10.6,0.5,-0.5,1.5,0.38,Low
20071018,10,8,0.32,1.71,0,-6,-11.4,-0.5,0.98,High
20071019,10,8,0.81,1.24,0,-12.4,-13.3,-11.4,0.99,High
20071020,10,8,0.91,0.83,0,-14.2,-15.5,-12.9,1,High
20071021,10,8,1.21,0.79,0,-13.4,-14.9,-11.9,0.99,High
20071022,10,8,0.81,0.85,0,-12.4,-15.3,-9.5,1,High
20071023,10,8,1.01,1,0,-8.1,-9.8,-6.3,1,High
20071024,10,8,0.87,0.3,0,-9.6,-13,-6.1,1,High
20071025,10,3,1.58,0,10,-6.3,-7.6,-4.9,0.93,Mid
20071026,10,8,0.61,0.42,0,-5.5,-7.7,-3.2,0.96,Mid
20071027,10,6,1.22,1.94,0,-2.9,-3.4,-2.4,0.97,High
20071028,10,5,1.26,0.25,3.8,-5.8,-9,-2.6,0.94,Mid
20071029,10,3,1.39,0,8.4,-4.6,-9.5,0.3,0.53,Low
20071030,10,8,0.7,0.63,0,-4.1,-7.6,-0.5,0.82,Low
20071031,10,5,0.99,0,1.3,-9.4,-11.1,-7.6,0.94,Mid
20071101,11,1,1.34,0,6.9,-7.8,-11.1,-4.4,0.72,Low
20071102,11,4,0.89,0,4.6,-3.7,-5.5,-1.9,0.77,Low
20071103,11,1,1.36,0,9.6,-1.2,-3.2,0.8,0.72,Low
20071104,11,6,0.84,0,0.5,-5.7,-9.9,-1.4,0.97,High
20071105,11,1,1.37,0,9.8,-8.1,-10.6,-5.6,0.39,Low
20071106,11,8,0.58,3.4,0,-9.7,-13.3,-6.1,0.85,Low
20071107,11,8,0.75,2.46,0,-12,-14.8,-9.2,0.93,Mid
20071108,11,5,1.07,0.74,2,-8.8,-10.5,-7.1,0.94,Mid
20071109,11,8,0.65,2.1,0,-12,-16.6,-7.4,0.97,High
20071110,11,8,0.46,3.32,0,-14.3,-16.9,-11.6,0.98,High
20071111,11,8,0.87,2.98,0,-11.1,-14.1,-8,0.98,High
20071112,11,8,0.81,1.75,0,-13.6,-17.6,-9.6,0.97,High
20071113,11,5,1.19,0.37,7.7,-17.8,-19.1,-16.4,0.78,Low
20071114,11,7,1.04,0.93,0,-15.7,-18.7,-12.7,0.97,High
20071115,11,8,0.86,0.27,0,-18.5,-21,-15.9,0.98,High
20071116,11,7,0.88,0,0,-18.1,-20.6,-15.6,0.92,Mid
20071117,11,3,0.95,0,3,-16.3,-17.8,-14.7,0.88,Mid
20071118,11,8,0.69,0.05,0,-14.1,-18.1,-10,0.9,Mid
20071119,11,5,1.05,0,6.7,-8.1,-10.8,-5.3,0.54,Low
20071120,11,5,0.64,0,0.7,-5.5,-8.6,-2.3,0.61,Low
20071121,11,7,0.53,0,0,-3.7,-4.3,-3.1,0.97,High
20071122,11,8,0.65,0.05,0,-4.4,-5.2,-3.6,0.96,Mid
20071123,11,8,0.28,1.6,0,-4.6,-5.3,-3.9,0.98,High
20071124,11,8,0.32,2.47,0,-3.7,-4.4,-3,0.97,High
20071125,11,8,0.59,1.2,0,-7.4,-10.5,-4.3,0.96,Mid
20071126,11,8,0.45,2.63,0,-13.2,-17.6,-8.7,0.98,High
20071127,11,5,0.82,0.12,2.7,-15.8,-17.6,-13.9,0.92,Mid
20071128,11,1,0.95,0,8.9,-9.6,-14.3,-4.9,0.68,Low
20071129,11,1,0.92,0,9,-5.1,-6.3,-3.9,0.64,Low
20071130,11,7,0.73,0.11,2.1,-8.1,-10.3,-5.8,0.96,Mid
20071201,12,5,0.81,0.15,7,-6.8,-9.8,-3.8,0.68,Low
20071202,12,7,0.82,0.21,3.8,-7.4,-9.6,-5.2,0.98,High
20071203,12,8,0.72,0.85,0.8,-11.4,-13.5,-9.2,0.97,High
20071204,12,8,0.37,2.09,0,-15.1,-16.8,-13.4,0.99,High
20071205,12,6,0.6,0.07,0,-10.6,-15.5,-5.7,0.86,Low
20071206,12,5,0.86,0.1,5.5,-7.3,-8.8,-5.7,0.9,Mid
20071207,12,7,0.4,1.35,0,-6.2,-8.6,-3.8,1,High
20071208,12,8,0.53,0.5,0,-9.3,-13.6,-5,1,High
20071209,12,7,0.35,1.3,0,-10.5,-13.5,-7.5,0.95,Mid
20071210,12,5,0.73,0.4,5.7,-11.7,-13.6,-9.8,0.96,Mid
20071211,12,8,0.42,1.45,0,-13.4,-14.3,-12.4,0.97,High
20071212,12,8,0.42,0.88,0,-14.1,-14.7,-13.5,1,High
20071213,12,8,0.56,0.1,0,-15,-16.7,-13.2,0.95,Mid
20071214,12,7,0.42,0.04,0.8,-18.3,-20.3,-16.3,0.91,Mid
20071215,12,3,0.84,0,6.6,-20.4,-22.3,-18.5,0.88,Mid
20071216,12,5,0.82,0,6.7,-17.5,-19.6,-15.4,0.88,Mid
20071217,12,1,0.86,0,8.4,-15.5,-16.4,-14.5,0.88,Mid
20071218,12,3,0.8,0,6.1,-13.2,-15.4,-11,0.65,Low
20071219,12,0,0.82,0,8.6,-11.1,-12.8,-9.3,0.53,Low
20071220,12,1,0.8,0,8.7,-7.6,-10.5,-4.6,0.55,Low
20071221,12,0,0.82,0,8.5,-7.1,-7.7,-6.4,0.51,Low
20071222,12,3,0.79,0,7.8,-7.8,-8.6,-6.9,0.47,Low
20071223,12,6,0.63,0,4.1,-8.2,-9.4,-6.9,0.67,Low
20071224,12,2,0.82,0,8.1,-11.1,-13.7,-8.5,0.57,Low
20071225,12,7,0.7,0.04,3.5,-15.3,-16.9,-13.7,0.94,Mid
20071226,12,3,0.78,0,7.6,-14,-17.9,-10,0.58,Low
20071227,12,0,0.79,0,7.6,-10.5,-12.5,-8.4,0.49,Low
20071228,12,2,0.86,0,7.7,-7.3,-10.1,-4.4,0.29,Low
20071229,12,0,0.85,0,7.8,-6.1,-7.9,-4.2,0.21,Low
20071230,12,6,0.45,0.28,0,-11,-14,-7.9,0.77,Low
20071231,12,8,0.38,1.2,0,-15.7,-17.3,-14,1,High
20080101,1,3,0.86,0.03,7.4,-19.1,-20.9,-17.3,0.95,Mid
20080102,1,0,0.89,0,8.7,-18.4,-20,-16.7,0.65,Low
20080103,1,5,0.64,0,0,-15.8,-19.7,-11.8,0.92,Mid
20080104,1,6,0.62,0.2,0.2,-11.2,-12.4,-10,0.9,Mid
20080105,1,8,0.36,1.58,1.2,-10.5,-12.1,-8.8,0.98,High
20080106,1,8,0.64,0.95,0,-9.8,-11.6,-8,0.97,High
20080107,1,7,0.62,0.61,1.1,-9.6,-12.8,-6.3,0.97,High
20080108,1,0,0.92,0,8.4,-11.9,-14.5,-9.3,0.64,Low
20080109,1,6,0.59,0,0.6,-8.3,-11,-5.5,0.44,Low
20080110,1,3,0.9,0,8.3,-8,-10,-5.9,0.71,Low
20080111,1,5,0.6,0.41,1.9,-8,-9.9,-6,0.95,Mid
20080112,1,8,0.21,1.7,0,-8.1,-8.9,-7.2,0.96,Mid
20080113,1,8,0.42,0.21,0,-8.9,-10.2,-7.5,0.96,Mid
20080114,1,3,0.89,0,6.9,-9.7,-10.5,-8.8,0.95,Mid
20080115,1,6,0.86,0.18,0,-11.1,-12.2,-10,0.96,Mid
20080116,1,8,0.37,0.87,0,-10.3,-10.6,-10,0.96,Mid
20080117,1,8,0.53,1.4,0,-10,-10.6,-9.4,0.96,Mid
20080118,1,6,0.99,0.61,5.9,-10.2,-11.5,-8.9,0.96,Mid
20080119,1,4,0.65,0,1.6,-7.5,-11.6,-3.3,0.75,Low
20080120,1,6,0.7,0,3.2,-3.9,-5.6,-2.2,0.35,Low
20080121,1,2,0.99,0,7.8,-2.9,-3.8,-2,0.4,Low
20080122,1,7,0.54,2.05,0,-9.9,-16.2,-3.6,0.93,Mid
20080123,1,3,1.07,0,7.5,-16,-20.3,-11.6,0.83,Low
20080124,1,2,1.07,0,9.1,-9.3,-16.2,-2.3,0.85,Low
20080125,1,3,0.91,0,5.4,-6.9,-10.8,-2.9,0.47,Low
20080126,1,3,1.13,0,8.3,-5.4,-7.6,-3.1,0.27,Low
20080127,1,8,0.46,2.19,0,-7.8,-10.2,-5.4,0.87,Mid
20080128,1,4,1.04,0,5.1,-7.7,-10.6,-4.7,0.84,Low
20080129,1,3,1.19,0,9.3,-4.9,-6.2,-3.6,0.37,Low
20080130,1,8,0.95,0.19,3.1,-7.9,-11.8,-4,0.78,Low
20080131,1,7,0.89,0,0.4,-12.1,-12.9,-11.2,0.95,Mid
20080201,2,7,0.89,0.48,1.1,-10.5,-13,-8,0.9,Mid
20080202,2,8,0.66,1.19,0,-13.4,-16.4,-10.4,0.95,Mid
20080203,2,8,0.85,0.62,0.4,-13.7,-16.9,-10.4,0.95,Mid
20080204,2,8,0.53,1.27,0,-10.4,-11.3,-9.4,0.95,Mid
20080205,2,6,0.81,0.04,0.4,-10.9,-13.1,-8.6,0.95,Mid
20080206,2,7,0.91,1.64,3.4,-8.9,-11.5,-6.2,0.95,Mid
20080207,2,8,0.78,1.12,0,-14.1,-16.7,-11.5,0.94,Mid
20080208,2,2,1.4,0,9.5,-15.6,-18.6,-12.5,0.79,Low
20080209,2,1,1.39,0,9.7,-12.4,-13.8,-10.9,0.76,Low
20080210,2,1,1.39,0,9.5,-10.6,-12.5,-8.7,0.39,Low
20080211,2,2,1.47,0,10.3,-12.2,-14.2,-10.2,0.45,Low
20080212,2,0,1.52,0,10.3,-10.1,-11.8,-8.3,0.42,Low
20080213,2,0,1.54,0,10.4,-8.8,-11.8,-5.7,0.2,Low
20080214,2,1,1.54,0,10.3,-8.6,-9.9,-7.2,0.4,Low
20080215,2,3,1.47,0,9.2,-12.4,-16.7,-8.1,0.74,Low
20080216,2,0,1.66,0,10.4,-18.4,-20,-16.7,0.37,Low
20080217,2,3,1.56,0,8.9,-14.9,-18.8,-11,0.55,Low
20080218,2,2,1.62,0,10.7,-12,-13.4,-10.5,0.55,Low
20080219,2,0,1.66,0,10.5,-8.9,-12.2,-5.5,0.68,Low
20080220,2,2,1.69,0,10.2,-6.8,-8.1,-5.5,0.38,Low
20080221,2,5,1.26,0,4.1,-8,-9.1,-6.8,0.94,Mid
20080222,2,6,1.13,0.1,0.8,-6.5,-9.7,-3.2,0.94,Mid
20080223,2,5,1.54,0.17,5,-6,-7.8,-4.2,0.78,Low
20080224,2,2,1.77,0,10.5,-2.6,-6.6,1.4,0.36,Low
20080225,2,2,1.74,0,9.2,-2.8,-4.3,-1.3,0.59,Low
20080226,2,2,1.85,0.09,10.5,-4.9,-5.6,-4.2,0.78,Low
20080227,2,7,1.64,0.09,4,-6.3,-7.8,-4.8,0.92,Mid
20080228,2,3,1.88,0,9.2,-9.2,-11.9,-6.4,0.54,Low
20080229,2,7,1.3,0.49,1.3,-5.3,-7.2,-3.4,0.95,Mid
20080301,3,8,0.76,3.19,0,-8.1,-11.5,-4.6,0.94,Mid
20080302,3,6,1.28,1.25,3.3,-9.2,-12.1,-6.2,0.95,Mid
20080303,3,5,2.12,1.17,10,-4.6,-7.1,-2.1,0.82,Low
20080304,3,8,1.02,1.49,0,-10.9,-16.4,-5.3,0.96,Mid
20080305,3,6,1.22,0.79,0,-18.3,-20.1,-16.4,0.9,Mid
20080306,3,4,1.77,0,8,-15.4,-23.3,-7.4,0.89,Mid
20080307,3,8,1.32,0.02,0,-6.2,-8.6,-3.7,0.95,Mid
20080308,3,5,1.66,0,0,-7.2,-9.5,-4.8,0.95,Mid
20080309,3,8,1.73,0.02,3.5,-8.4,-9.5,-7.2,0.97,High
20080310,3,8,1.14,2.6,0,-10.3,-11.5,-9,0.97,High
20080311,3,5,1.68,1.12,4.1,-11.1,-12.5,-9.7,0.91,Mid
20080312,3,8,1.55,2.42,0,-8.2,-12.7,-3.6,1,High
20080313,3,7,1.95,1.12,1.8,-11.2,-14.9,-7.5,0.94,Mid
20080314,3,8,1.45,1.3,0,-8.7,-12.9,-4.4,0.96,Mid
20080315,3,4,2.34,0,9.4,-7.1,-9.4,-4.7,0.87,Mid
20080316,3,8,0.89,2.25,0,-8.1,-10.5,-5.7,0.9,Mid
20080317,3,7,1.91,0.53,2.2,-9,-11.3,-6.7,0.99,High
20080318,3,6,2.22,0.9,5.9,-12.9,-15.7,-10.1,0.96,Mid
20080319,3,5,2.41,0.37,9.4,-17.5,-20.2,-14.7,0.92,Mid
20080320,3,8,1.85,0.98,1.9,-17.7,-19.8,-15.6,0.92,Mid
20080321,3,8,1.82,1.54,0,-16.7,-19.4,-14,0.9,Mid
20080322,3,7,2.45,0.2,7.9,-15.3,-17.9,-12.7,0.91,Mid
20080323,3,7,1.81,1.07,0,-14,-17.3,-10.6,0.93,Mid
20080324,3,8,2.22,0.71,1.3,-18.2,-20,-16.3,0.91,Mid
20080325,3,8,1.49,1.36,0,-18.7,-21.1,-16.3,0.9,Mid
20080326,3,7,2.2,0.09,3.2,-16.8,-21,-12.5,0.91,Mid
20080327,3,7,2.17,0.75,4.4,-11.4,-14.6,-8.1,0.93,Mid
20080328,3,8,1.92,0.32,1.2,-9.9,-12.2,-7.5,0.93,Mid
20080329,3,5,2.19,0.17,5.3,-9.7,-11.7,-7.7,0.91,Mid
20080330,3,3,2.84,0,12,-6.9,-10.4,-3.4,0.53,Low
20080331,3,6,2.5,0,9.5,-4.5,-6.4,-2.5,0.69,Low
20080401,4,8,1.6,0.57,0,-6.1,-7.2,-5,0.97,High
20080402,4,8,1.62,2.82,0.2,-9.6,-12.3,-6.8,0.96,Mid
20080403,4,8,2.01,1.15,0,-12.7,-14,-11.3,0.98,High
20080404,4,8,2.55,0.04,0,-13,-14.4,-11.5,0.98,High
20080405,4,4,3,0,9.3,-12.7,-15.2,-10.1,0.86,Low
20080406,4,7,1.86,1.23,0,-10.9,-12.8,-9,0.89,Mid
20080407,4,8,2.08,1.48,1.2,-12.7,-14.6,-10.8,0.98,High
20080408,4,7,2.27,0.41,3.4,-9.2,-12.3,-6,0.98,High
20080409,4,6,2.35,0,5.6,-5.9,-7,-4.7,0.97,High
20080410,4,7,2.7,0.29,3.3,-4.5,-6.3,-2.6,0.98,High
20080411,4,8,1.52,1.47,0,-4.5,-6.3,-2.6,0.97,High
20080412,4,8,2.16,0.39,0,-6.7,-10.8,-2.5,0.96,Mid
20080413,4,7,2.34,0.1,0.3,-9,-11.8,-6.1,0.94,Mid
20080414,4,5,2.86,0.39,9.8,-8.4,-10.6,-6.1,0.81,Low
20080415,4,8,2.26,1.25,0,-10.2,-12.3,-8,0.98,High
20080416,4,7,2.82,0.84,2.2,-11.2,-12.6,-9.8,0.97,High
20080417,4,8,2.07,0.74,0,-10,-11.7,-8.2,0.98,High
20080418,4,8,1.66,0.69,0,-6.8,-9.1,-4.4,0.98,High
20080419,4,8,2.34,0.79,1.2,-5.8,-7.6,-3.9,0.97,High
20080420,4,6,2.63,0,8.1,-6.2,-8.7,-3.7,0.98,High
20080421,4,8,1.88,2.62,1.4,-4.4,-5.7,-3,0.99,High
20080422,4,8,2.28,2.51,0,-6.7,-7.9,-5.5,0.98,High
20080423,4,8,2.38,1.22,0,-6.7,-7.9,-5.5,0.99,High
20080424,4,7,2.49,1.23,2.8,-7.5,-9.9,-5,0.98,High
20080425,4,7,2.66,2.71,0,-6.3,-7.7,-4.9,0.98,High
20080426,4,6,2.76,0.26,1.1,-7.7,-9.8,-5.5,0.99,High
20080427,4,0,3.7,0,14,-6.4,-9,-3.7,0.79,Low
20080428,4,4,3.05,0.02,10.2,-4.6,-7,-2.1,0.9,Mid
20080429,4,8,2.24,0.7,0,-5.4,-7.6,-3.2,1,High
20080430,4,6,2.76,0.44,6.4,-6,-7.9,-4.1,0.94,Mid
20080501,5,7,2.14,0.42,2.8,-6.1,-7.6,-4.5,1,High
20080502,5,4,3.33,0.09,8.5,-7,-9.5,-4.4,0.91,Mid
20080503,5,7,2.26,0.06,3.2,-5.9,-7.6,-4.2,0.96,Mid
20080504,5,7,2.93,1.47,5.8,-5.1,-6.9,-3.2,0.95,Mid
20080505,5,8,2.1,0.8,0,-7.4,-9.3,-5.4,0.99,High
20080506,5,6,2.99,0.02,5.2,-6.4,-7.8,-4.9,0.98,High
20080507,5,1,3.89,0,12.6,-6.3,-7.8,-4.7,0.83,Low
20080508,5,2,3.89,0,14.4,-5.1,-7.4,-2.7,0.8,Low
20080509,5,1,3.86,0,14.8,-2.8,-4.8,-0.7,0.72,Low
20080510,5,3,3.85,0.08,9.9,-2.7,-4.4,-0.9,0.86,Low
20080511,5,2,3.87,0,14.5,-3.6,-5.6,-1.5,0.92,Mid
20080512,5,1,3.9,0,14.9,-3.1,-6.3,0.2,0.59,Low
20080513,5,3,3.89,0,14.6,-2.4,-5.7,1,0.69,Low
20080514,5,2,3.42,0,13,-1.7,-4,0.6,0.77,Low
20080515,5,5,2.87,0,8.9,-0.7,-2.7,1.3,0.84,Low
20080516,5,7,2.23,0.21,4.3,-1.4,-3.3,0.5,0.98,High
20080517,5,8,1.28,1.59,0,-0.9,-1.6,-0.1,0.98,High
20080518,5,8,1.44,1.47,0,-1.5,-2.4,-0.6,0.97,High
20080519,5,8,2.79,1.17,0,-2.1,-4.4,0.2,0.97,High
20080520,5,8,2.25,0.43,0,-2.4,-4.2,-0.5,0.97,High
20080521,5,6,3.56,0.06,7,-1.9,-3.8,0,0.97,High
20080522,5,7,2.9,0.92,3.1,-1.5,-3.7,0.8,1,High
20080523,5,7,2.35,0.14,1.8,-1.3,-2.5,-0.1,0.99,High
20080524,5,6,2.57,0,5.1,-1.9,-3.7,-0.1,0.97,High
20080525,5,6,2.06,0.02,3.2,0.3,-2.2,2.7,0.92,Mid
20080526,5,6,2.59,0,7.4,1.9,0.5,3.3,0.8,Low
20080527,5,2,3.9,0,15.3,3.8,2.2,5.4,0.72,Low
20080528,5,7,2.39,0,0.7,4.3,2.5,6,0.68,Low
20080529,5,3,3.52,0,11.9,4.5,2.5,6.4,0.7,Low
20080530,5,6,2.24,0.3,5.7,2.8,-0.1,5.6,0.96,Mid
20080531,5,5,2.92,0,8.4,2.3,-0.1,4.6,0.9,Mid
20080601,6,5,2.88,0.65,7.2,3.9,0.9,6.8,0.91,Mid
20080602,6,6,2.06,0.22,6.6,2.9,1.5,4.2,0.97,High
20080603,6,7,2.91,1.04,6.2,3.4,0.8,6,0.94,Mid
20080604,6,8,1.58,0.87,0,0.7,-0.1,1.5,1,High
20080605,6,8,1.71,0.64,0,1.2,-0.1,2.4,1,High
20080606,6,8,1.66,0.49,0.3,2.2,0.6,3.8,0.99,High
20080607,6,8,1.82,1.59,0,0.1,-1.4,1.6,0.99,High
20080608,6,8,2.2,0.22,0,-1.1,-2.5,0.3,0.99,High
20080609,6,6,3.56,0.02,8.8,1.2,-2.1,4.5,0.98,High
20080610,6,5,2.94,0.41,9,3,0.3,5.7,0.92,Mid
20080611,6,6,2.2,1.27,6,3.4,0.1,6.7,0.9,Mid
20080612,6,8,1.91,0.5,0.1,-0.8,-1.8,0.2,0.99,High
20080613,6,8,2.15,0.96,0.1,-4.2,-7.6,-0.8,0.98,High
20080614,6,8,2.36,0.25,0.9,-5.8,-8.2,-3.3,0.98,High
20080615,6,6,2.38,0.25,5.9,-4.3,-7.2,-1.4,0.96,Mid
20080616,6,8,1.77,0.25,0,-2.4,-4,-0.7,0.99,High
20080617,6,8,1.43,1.34,0.3,-0.1,-1.6,1.4,0.99,High
20080618,6,7,2.34,0.08,1.7,0.4,-1.5,2.2,0.95,Mid
20080619,6,5,3.37,0.22,9.7,3.6,0.3,6.8,0.88,Mid
20080620,6,6,2.05,0.52,5.2,4.2,1.2,7.1,0.94,Mid
20080621,6,5,2.88,0,7.7,6.3,2.5,10.1,0.89,Mid
20080622,6,3,2.72,0,8.7,8,5.2,10.7,0.83,Low
20080623,6,6,2.51,1.01,5.9,7.5,4.6,10.4,0.91,Mid
20080624,6,5,2.77,0.33,9.1,7.5,4.7,10.3,0.79,Low
